Season,Team,G,Age,W,L,PW,PL,Pace,FTr,3PAr,OFF_eFG%,DEF_eFG%,OFF_TOV%,DEF_TOV%,ORB%,DRB%,OFF_FT/FGA,DEF_FT/FGA,pyth_diff
2019,Miami Heat,82,27.0,39,43.0,40,42,98.2,0.247,0.368,0.515,0.51,13.1,12.7,24.8,77.6,0.172,0.201,-1
2019,Chicago Bulls,82,24.0,22,60.0,21,61,99.0,0.235,0.295,0.505,0.541,12.7,11.9,19.4,77.3,0.184,0.188,1
2019,New York Knicks,82,23.4,17,65.0,19,63,99.6,0.27,0.334,0.49,0.533,12.4,11.7,22.1,76.1,0.205,0.203,-2
2019,Cleveland Cavaliers,82,25.2,19,63.0,19,63,96.6,0.236,0.332,0.503,0.564,12.2,11.5,23.7,77.0,0.187,0.181,0
2019,Memphis Grizzlies,82,27.7,33,49.0,34,48,96.6,0.272,0.342,0.508,0.521,12.9,13.9,20.0,77.6,0.21,0.232,-1
2020,Milwaukee Bucks,73,29.2,56,17.0,57,16,105.1,0.271,0.428,0.552,0.489,12.9,12.0,20.7,81.6,0.201,0.178,-1
2020,Houston Rockets,72,29.2,44,28.0,42,30,103.7,0.288,0.501,0.537,0.529,12.6,13.7,21.0,75.6,0.228,0.197,2
2020,Dallas Mavericks,75,26.1,43,32.0,49,26,99.3,0.264,0.457,0.545,0.525,11.2,10.6,23.2,77.7,0.206,0.175,-6
2020,Los Angeles Clippers,72,27.4,49,23.0,50,22,101.5,0.295,0.375,0.535,0.506,12.6,12.2,23.5,77.6,0.233,0.206,-1
2020,New Orleans Pelicans,72,25.4,30,42.0,33,39,103.7,0.256,0.403,0.539,0.532,13.9,12.4,24.2,77.8,0.186,0.212,-3
2020,Portland Trail Blazers,74,27.5,35,39.0,34,40,100.7,0.242,0.374,0.533,0.53,11.2,11.2,22.4,75.3,0.194,0.208,1
2020,Washington Wizards,72,25.1,25,47.0,26,46,102.7,0.27,0.358,0.523,0.558,12.2,13.9,22.2,75.3,0.213,0.231,-1
2020,San Antonio Spurs,71,27.6,32,39.0,33,38,100.5,0.262,0.318,0.531,0.542,11.2,11.7,20.1,79.2,0.212,0.193,-1
2020,Boston Celtics,72,25.3,48,24.0,50,22,99.5,0.259,0.386,0.531,0.509,12.2,13.5,23.9,77.4,0.207,0.215,-2
2020,Phoenix Suns,73,24.6,34,39.0,37,36,101.3,0.271,0.361,0.532,0.539,13.0,13.7,22.2,78.8,0.226,0.221,-3
2020,Los Angeles Lakers,71,29.5,52,19.0,48,23,100.9,0.276,0.358,0.542,0.515,13.3,14.1,24.5,78.8,0.201,0.205,4
2020,Minnesota Timberwolves,64,24.8,19,45.0,24,40,103.4,0.277,0.433,0.514,0.541,13.0,13.2,22.1,77.2,0.209,0.218,-5
2020,Toronto Raptors,72,26.6,53,19.0,50,22,100.9,0.264,0.421,0.536,0.502,13.1,14.6,21.3,76.7,0.21,0.202,3
2020,Memphis Grizzlies,73,24.1,34,39.0,34,39,102.8,0.24,0.346,0.528,0.521,13.2,12.7,23.0,77.8,0.183,0.217,0
2020,Miami Heat,73,25.9,44,29.0,43,30,98.3,0.299,0.419,0.547,0.523,13.5,12.6,20.3,79.5,0.234,0.213,1
2020,Atlanta Hawks,67,24.1,20,47.0,18,49,103.0,0.258,0.398,0.515,0.543,13.8,12.7,21.6,74.9,0.204,0.233,2
2020,Brooklyn Nets,72,26.3,35,37.0,35,37,101.4,0.267,0.423,0.52,0.511,13.1,11.0,23.2,77.8,0.199,0.187,0
2020,Denver Nuggets,73,25.6,46,27.0,41,32,97.1,0.235,0.344,0.535,0.533,12.3,12.9,24.8,76.8,0.183,0.198,5
2020,Utah Jazz,72,27.3,44,28.0,42,30,98.6,0.268,0.414,0.549,0.518,13.7,11.1,21.6,78.9,0.208,0.185,2
2020,Philadelphia 76ers,73,26.3,43,30.0,42,31,99.0,0.255,0.36,0.534,0.523,12.7,12.5,23.9,80.3,0.193,0.214,1
2020,Oklahoma City Thunder,72,25.5,44,28.0,41,31,98.8,0.29,0.353,0.53,0.518,12.4,12.6,19.3,76.8,0.231,0.173,3
2020,Sacramento Kings,72,27.0,31,41.0,31,41,98.9,0.23,0.395,0.534,0.543,13.0,13.6,21.9,78.4,0.177,0.225,0
2020,Indiana Pacers,73,25.6,45,28.0,41,32,98.9,0.216,0.317,0.534,0.511,12.0,13.0,20.0,76.7,0.17,0.192,4
2020,Orlando Magic,73,26.1,33,40.0,34,39,98.6,0.256,0.364,0.506,0.535,11.5,13.2,22.3,79.1,0.198,0.176,-1
2020,Detroit Pistons,66,25.9,20,46.0,26,40,97.6,0.261,0.381,0.529,0.541,13.8,12.7,22.6,75.9,0.194,0.186,-6
2020,Cleveland Cavaliers,65,25.0,19,46.0,18,47,98.7,0.227,0.362,0.522,0.56,14.6,11.7,24.6,77.4,0.172,0.164,1
2020,Chicago Bulls,65,24.4,22,43.0,26,39,99.7,0.231,0.396,0.515,0.546,13.7,16.3,22.8,75.6,0.175,0.239,-4
2020,Golden State Warriors,65,24.4,15,50.0,16,49,100.3,0.264,0.355,0.497,0.553,13.2,13.7,21.5,76.4,0.212,0.193,-1
2020,New York Knicks,66,24.5,21,45.0,20,46,98.6,0.263,0.318,0.501,0.541,12.6,12.4,25.8,78.3,0.182,0.224,1
2020,Charlotte Hornets,65,24.3,23,42.0,19,46,95.8,0.252,0.399,0.504,0.546,13.3,13.1,23.9,74.4,0.188,0.159,4
2021,Milwaukee Bucks,72,28.1,46,26.0,48,24,102.2,0.233,0.404,0.566,0.536,12.0,11.5,23.3,79.7,0.177,0.157,-2
2021,Brooklyn Nets,72,28.2,48,24.0,46,26,99.5,0.258,0.413,0.575,0.531,12.2,11.1,21.4,77.3,0.208,0.187,2
2021,Washington Wizards,72,26.6,34,38.0,32,40,104.1,0.288,0.319,0.531,0.539,12.3,12.5,21.3,77.6,0.221,0.217,2
2021,Utah Jazz,72,28.5,52,20.0,55,17,98.5,0.244,0.488,0.563,0.507,12.7,10.3,24.5,79.3,0.195,0.159,-3
2021,Portland Trail Blazers,72,27.4,42,30.0,40,32,98.4,0.238,0.448,0.54,0.546,9.9,11.2,23.0,77.5,0.195,0.203,2
2021,Phoenix Suns,72,26.6,51,21.0,49,23,97.2,0.212,0.392,0.564,0.534,11.5,12.4,20.8,78.5,0.177,0.194,2
2021,Indiana Pacers,72,26.5,34,38.0,36,36,101.6,0.227,0.372,0.542,0.531,11.9,12.7,20.2,74.9,0.18,0.201,-2
2021,Denver Nuggets,72,26.1,47,25.0,47,25,97.1,0.219,0.383,0.557,0.545,12.1,12.9,24.7,78.9,0.176,0.2,0
2021,New Orleans Pelicans,72,24.8,31,41.0,35,37,100.1,0.293,0.342,0.537,0.55,12.7,11.9,26.3,80.0,0.214,0.186,-4
2021,Los Angeles Clippers,72,28.8,47,25.0,49,23,96.9,0.222,0.4,0.564,0.531,12.2,11.9,22.7,79.1,0.186,0.186,-2
2021,Atlanta Hawks,72,25.4,41,31.0,41,31,97.6,0.278,0.382,0.539,0.53,11.9,11.1,24.4,77.8,0.226,0.19,0
2021,Sacramento Kings,72,25.6,31,41.0,28,44,100.0,0.248,0.376,0.549,0.557,12.0,12.1,21.3,75.0,0.185,0.199,3
2021,Golden State Warriors,72,26.7,39,33.0,38,34,102.2,0.239,0.439,0.551,0.522,13.3,13.1,17.9,76.6,0.188,0.223,1
2021,Philadelphia 76ers,72,27.1,49,23.0,48,24,99.5,0.293,0.347,0.541,0.521,12.8,13.8,23.2,78.2,0.225,0.2,1
2021,Memphis Grizzlies,72,24.2,38,34.0,38,34,100.4,0.232,0.342,0.528,0.535,11.6,13.1,24.2,78.3,0.179,0.196,0
2021,Boston Celtics,72,25.1,36,36.0,39,33,98.3,0.234,0.409,0.543,0.539,12.5,12.8,24.3,78.1,0.181,0.215,-3
2021,Dallas Mavericks,72,26.3,42,30.0,41,31,97.3,0.242,0.436,0.55,0.534,11.1,11.5,21.1,77.8,0.189,0.197,1
2021,Minnesota Timberwolves,72,23.2,23,49.0,24,48,101.6,0.254,0.413,0.52,0.556,12.4,13.3,22.7,76.8,0.193,0.207,-1
2021,Toronto Raptors,72,26.6,27,45.0,35,37,99.2,0.241,0.444,0.529,0.543,11.9,14.4,20.8,76.3,0.196,0.234,-8
2021,San Antonio Spurs,72,26.2,33,39.0,32,40,98.9,0.243,0.314,0.517,0.541,10.2,11.8,20.0,77.3,0.192,0.174,1
2021,Chicago Bulls,72,25.6,31,41.0,34,38,99.0,0.197,0.383,0.547,0.538,13.6,11.6,22.3,80.3,0.156,0.196,-3
2021,Los Angeles Lakers,72,28.2,42,30.0,42,30,98.7,0.271,0.363,0.536,0.526,13.6,13.7,22.5,79.7,0.2,0.184,0
2021,Charlotte Hornets,72,24.6,33,39.0,32,40,98.3,0.238,0.422,0.532,0.55,13.3,13.2,23.5,75.7,0.181,0.163,1
2021,Houston Rockets,72,26.5,17,55.0,20,52,101.4,0.252,0.459,0.521,0.555,13.0,12.9,19.8,77.1,0.187,0.201,-3
2021,Miami Heat,72,27.4,40,32.0,36,36,96.6,0.252,0.432,0.546,0.542,13.1,13.8,19.4,77.9,0.199,0.183,4
2021,New York Knicks,72,25.6,41,31.0,41,31,95.9,0.242,0.347,0.524,0.509,11.9,11.7,21.9,78.6,0.19,0.196,0
2021,Detroit Pistons,72,24.5,20,52.0,26,46,97.9,0.273,0.385,0.519,0.541,13.5,12.6,21.9,76.9,0.207,0.195,-6
2021,Oklahoma City Thunder,72,22.8,22,50.0,15,57,101.0,0.242,0.399,0.509,0.547,14.2,11.5,21.2,77.9,0.176,0.167,7
2021,Orlando Magic,72,25.6,21,51.0,17,55,98.7,0.24,0.356,0.49,0.547,11.5,11.5,21.6,78.2,0.186,0.169,4
2021,Cleveland Cavaliers,72,24.0,22,50.0,18,54,97.3,0.261,0.347,0.508,0.556,13.9,13.0,23.6,76.6,0.194,0.183,4
2022,Minnesota Timberwolves,82,24.2,46,36.0,48,34,100.9,0.254,0.454,0.539,0.535,12.4,14.2,24.4,74.9,0.198,0.227,-2
2022,Memphis Grizzlies,82,24.0,56,26.0,55,27,100.3,0.245,0.346,0.522,0.523,11.2,13.3,30.0,77.8,0.18,0.195,1
2022,Milwaukee Bucks,82,28.5,51,31.0,49,33,99.9,0.257,0.43,0.546,0.536,11.9,11.6,23.0,78.6,0.199,0.165,2
2022,Charlotte Hornets,82,25.5,43,39.0,42,40,100.0,0.234,0.418,0.544,0.544,11.6,13.1,23.3,74.8,0.173,0.187,1
2022,Phoenix Suns,82,27.5,64,18.0,59,23,99.8,0.221,0.354,0.549,0.51,11.6,13.0,22.3,77.1,0.176,0.195,5
2022,Atlanta Hawks,82,26.1,43,39.0,45,37,97.7,0.253,0.39,0.543,0.543,10.8,11.5,23.0,76.9,0.205,0.177,-2
2022,Utah Jazz,82,29.3,49,33.0,56,26,97.1,0.271,0.468,0.555,0.521,12.7,10.9,25.4,78.3,0.208,0.164,-7
2022,San Antonio Spurs,82,24.5,34,48.0,41,41,100.0,0.22,0.345,0.527,0.532,11.1,12.1,23.7,75.1,0.166,0.176,-7
2022,Brooklyn Nets,82,29.1,44,38.0,43,39,99.0,0.246,0.359,0.54,0.521,12.5,11.7,23.9,75.1,0.198,0.201,1
2022,Denver Nuggets,82,27.7,48,34.0,47,35,97.8,0.244,0.416,0.556,0.537,13.2,11.7,21.9,78.3,0.194,0.188,1
2022,Los Angeles Lakers,82,30.2,33,49.0,33,49,100.1,0.259,0.388,0.537,0.54,12.8,12.2,21.1,75.8,0.19,0.192,0
2022,Boston Celtics,82,26.1,51,31.0,59,23,96.6,0.239,0.425,0.542,0.502,12.4,12.5,24.0,77.3,0.195,0.183,-8
2022,Chicago Bulls,82,26.3,46,36.0,40,42,98.3,0.248,0.332,0.541,0.541,11.8,11.9,20.4,78.3,0.201,0.199,6
2022,Indiana Pacers,82,26.0,25,57.0,32,50,98.0,0.239,0.395,0.531,0.552,12.7,11.9,25.5,76.2,0.184,0.204,-7
2022,Golden State Warriors,82,27.6,53,29.0,55,27,98.4,0.235,0.456,0.552,0.509,13.5,13.0,22.8,78.7,0.181,0.201,-2
2022,Sacramento Kings,82,25.8,30,52.0,28,54,99.8,0.264,0.377,0.525,0.551,12.5,11.9,21.3,76.0,0.203,0.176,2
2022,Miami Heat,82,28.2,53,29.0,53,29,95.9,0.252,0.422,0.547,0.524,13.4,13.8,23.5,78.0,0.204,0.209,0
2022,Philadelphia 76ers,82,26.8,51,31.0,48,34,96.2,0.282,0.376,0.534,0.524,11.6,12.1,20.1,76.8,0.232,0.192,3
2022,Houston Rockets,82,24.1,20,62.0,21,61,100.9,0.284,0.448,0.534,0.554,14.5,12.3,21.7,74.4,0.202,0.206,-1
2022,Toronto Raptors,82,24.8,48,34.0,47,35,96.0,0.234,0.375,0.51,0.535,11.0,14.4,28.4,75.6,0.177,0.199,1
2022,New Orleans Pelicans,82,25.6,36,46.0,38,44,97.2,0.264,0.365,0.517,0.547,12.5,13.0,26.9,78.2,0.208,0.196,-2
2022,Washington Wizards,82,25.9,35,47.0,32,50,97.0,0.252,0.356,0.532,0.529,12.1,10.7,20.9,76.9,0.197,0.202,3
2022,Los Angeles Clippers,82,27.5,42,40.0,41,41,98.0,0.224,0.391,0.531,0.514,12.5,12.0,20.6,74.4,0.178,0.167,1
2022,Dallas Mavericks,82,26.7,52,30.0,50,32,95.4,0.249,0.439,0.538,0.521,11.7,12.2,21.3,78.0,0.192,0.185,2
2022,Cleveland Cavaliers,82,24.7,44,38.0,47,35,96.1,0.261,0.387,0.538,0.52,13.2,12.3,24.0,76.5,0.198,0.172,-3
2022,New York Knicks,82,26.0,37,45.0,41,41,95.9,0.28,0.428,0.513,0.521,12.0,11.7,25.1,78.8,0.208,0.198,-4
2022,Portland Trail Blazers,82,25.6,27,55.0,20,62,98.3,0.248,0.422,0.515,0.559,13.0,12.7,22.9,76.9,0.188,0.222,7
2022,Detroit Pistons,82,23.6,23,59.0,22,60,98.4,0.249,0.391,0.494,0.541,12.6,13.1,23.4,75.6,0.194,0.226,1
2022,Orlando Magic,82,23.3,22,60.0,21,61,99.2,0.223,0.417,0.503,0.532,13.0,11.7,19.8,77.2,0.175,0.196,1
2022,Oklahoma City Thunder,82,22.4,24,58.0,21,61,98.6,0.223,0.419,0.497,0.533,12.5,11.8,21.8,76.1,0.169,0.169,3
2023,Sacramento Kings,82,25.4,48,34.0,47,35,100.3,0.284,0.423,0.572,0.563,12.0,12.6,22.7,77.2,0.225,0.203,1
2023,Golden State Warriors,82,27.3,44,38.0,45,37,101.6,0.224,0.479,0.571,0.54,14.1,12.3,24.4,76.0,0.178,0.214,-1
2023,Atlanta Hawks,82,24.9,41,41.0,42,40,100.7,0.244,0.331,0.541,0.552,11.2,12.4,25.1,75.8,0.2,0.206,-1
2023,Boston Celtics,82,27.4,57,25.0,57,25,98.5,0.243,0.48,0.566,0.528,12.0,11.3,22.1,78.5,0.197,0.18,0
2023,Oklahoma City Thunder,82,22.8,40,42.0,44,38,101.1,0.256,0.369,0.531,0.547,11.2,14.4,24.7,72.9,0.207,0.222,-4
2023,Los Angeles Lakers,82,27.9,43,39.0,42,40,101.3,0.299,0.351,0.542,0.535,12.3,10.9,22.8,76.3,0.232,0.171,1
2023,Utah Jazz,82,26.5,37,45.0,39,43,100.5,0.265,0.421,0.547,0.541,13.3,10.9,26.8,75.2,0.209,0.205,-2
2023,Memphis Grizzlies,82,24.4,51,31.0,51,31,101.1,0.259,0.372,0.54,0.526,11.7,13.1,26.5,75.9,0.19,0.206,0
2023,Milwaukee Bucks,82,29.8,58,24.0,50,32,100.5,0.248,0.446,0.555,0.52,12.7,10.4,25.0,77.8,0.184,0.175,8
2023,Indiana Pacers,82,24.5,35,47.0,33,49,101.1,0.265,0.413,0.545,0.554,13.0,13.0,23.4,72.2,0.209,0.229,2
2023,New York Knicks,82,24.5,47,35.0,48,34,97.1,0.285,0.4,0.541,0.536,11.4,11.4,28.3,77.1,0.217,0.21,-1
2023,Denver Nuggets,82,26.6,53,29.0,49,33,98.1,0.259,0.361,0.573,0.543,13.1,12.2,24.8,76.4,0.194,0.201,4
2023,Minnesota Timberwolves,82,25.8,42,40.0,41,41,101.0,0.271,0.381,0.56,0.54,13.6,13.3,21.5,74.3,0.205,0.225,1
2023,Philadelphia 76ers,82,28.2,54,28.0,52,30,96.9,0.3,0.389,0.563,0.541,12.6,13.0,21.6,77.2,0.25,0.217,2
2023,New Orleans Pelicans,82,25.9,42,40.0,46,36,99.1,0.279,0.344,0.543,0.543,12.9,13.4,24.7,77.4,0.221,0.212,-4
2023,Dallas Mavericks,82,27.8,38,44.0,41,41,96.6,0.298,0.487,0.565,0.549,11.4,11.9,18.0,75.5,0.225,0.226,-3
2023,Phoenix Suns,82,28.1,45,37.0,46,36,98.2,0.241,0.362,0.535,0.532,12.0,12.9,26.6,76.0,0.191,0.234,-1
2023,Los Angeles Clippers,82,29.7,44,38.0,42,40,98.0,0.278,0.387,0.551,0.543,12.8,11.7,22.9,76.6,0.217,0.195,2
2023,Portland Trail Blazers,82,25.1,33,49.0,31,51,98.6,0.289,0.413,0.549,0.563,13.1,12.1,22.4,74.9,0.23,0.217,2
2023,Brooklyn Nets,82,28.0,45,37.0,43,39,98.3,0.26,0.397,0.562,0.53,12.7,12.2,19.6,73.7,0.208,0.212,2
2023,Washington Wizards,82,26.2,35,47.0,38,44,98.6,0.258,0.365,0.55,0.54,12.7,11.0,22.6,76.1,0.202,0.194,-3
2023,Chicago Bulls,82,27.5,40,42.0,44,38,98.5,0.251,0.333,0.55,0.544,12.2,13.5,20.1,77.8,0.203,0.197,-4
2023,San Antonio Spurs,82,23.9,22,60.0,19,63,101.6,0.229,0.348,0.525,0.576,13.0,12.0,25.6,74.9,0.17,0.201,3
2023,Toronto Raptors,82,25.8,41,41.0,45,37,97.1,0.257,0.351,0.517,0.565,10.3,15.3,27.8,76.7,0.201,0.223,-4
2023,Cleveland Cavaliers,82,25.4,51,31.0,55,27,95.7,0.264,0.371,0.556,0.535,12.3,14.4,23.6,76.3,0.206,0.21,-4
2023,Orlando Magic,82,23.1,34,48.0,35,47,99.3,0.29,0.361,0.532,0.55,13.4,13.1,23.8,77.7,0.227,0.211,-1
2023,Charlotte Hornets,82,25.3,27,55.0,26,56,100.8,0.261,0.36,0.516,0.544,12.3,12.5,23.8,75.5,0.195,0.211,1
2023,Houston Rockets,82,22.1,22,60.0,23,59,99.0,0.285,0.359,0.516,0.564,14.0,11.8,30.2,75.8,0.215,0.218,-1
2023,Detroit Pistons,82,24.1,17,65.0,22,60,99.0,0.295,0.372,0.52,0.557,13.3,11.9,24.9,74.0,0.227,0.231,-5
2023,Miami Heat,82,27.7,44,38.0,40,42,96.3,0.27,0.408,0.53,0.561,12.4,14.5,22.8,77.7,0.224,0.198,4
2024,Indiana Pacers,82,25.3,47,35.0,48,34,101.7,0.222,0.38,0.578,0.556,11.3,12.1,23.8,74.1,0.173,0.228,-1
2024,Boston Celtics,82,28.2,64,18.0,66,16,97.2,0.224,0.471,0.578,0.523,10.8,10.8,24.9,76.3,0.18,0.145,-2
2024,Oklahoma City Thunder,82,23.4,57,25.0,58,24,99.8,0.24,0.383,0.573,0.53,11.4,13.6,21.1,73.8,0.198,0.202,-1
2024,Milwaukee Bucks,82,30.2,49,33.0,47,35,99.9,0.27,0.43,0.568,0.539,11.5,10.6,21.8,77.2,0.209,0.189,2
2024,Atlanta Hawks,82,26.2,36,46.0,36,46,100.1,0.251,0.408,0.539,0.572,11.6,12.4,27.1,75.2,0.2,0.192,0
2024,Los Angeles Lakers,82,28.0,47,35.0,42,40,100.9,0.276,0.358,0.566,0.55,12.5,11.7,19.9,76.2,0.216,0.153,5
2024,Dallas Mavericks,82,26.5,50,32.0,46,36,100.1,0.251,0.441,0.562,0.548,11.2,12.1,22.2,75.2,0.19,0.184,4
2024,Golden State Warriors,82,28.4,46,36.0,47,35,99.2,0.219,0.425,0.557,0.539,12.5,11.5,27.5,76.1,0.171,0.195,-1
2024,Sacramento Kings,82,26.4,46,36.0,45,37,98.8,0.229,0.432,0.556,0.555,11.6,12.5,24.5,78.4,0.171,0.213,1
2024,Phoenix Suns,82,29.3,49,33.0,49,33,98.3,0.271,0.378,0.565,0.536,13.4,11.3,25.0,75.6,0.219,0.178,0
2024,Utah Jazz,82,25.1,31,51.0,29,53,99.5,0.251,0.406,0.539,0.567,13.6,10.9,28.1,75.2,0.209,0.182,2
2024,Los Angeles Clippers,82,30.4,51,31.0,49,33,97.2,0.256,0.383,0.561,0.541,12.0,11.7,24.4,74.8,0.211,0.183,2
2024,New Orleans Pelicans,82,26.0,49,33.0,52,30,97.9,0.261,0.373,0.558,0.541,11.8,12.9,24.4,76.9,0.202,0.186,-3
2024,Denver Nuggets,82,27.1,57,25.0,54,28,96.8,0.224,0.352,0.562,0.526,11.5,11.2,25.5,75.6,0.17,0.195,3
2024,Philadelphia 76ers,82,28.4,47,35.0,49,33,97.5,0.264,0.373,0.532,0.537,10.7,13.1,24.8,74.3,0.218,0.215,-2
2024,Houston Rockets,82,25.1,41,41.0,44,38,99.0,0.257,0.397,0.529,0.533,11.2,12.2,25.1,76.0,0.199,0.219,-3
2024,Washington Wizards,82,24.9,15,67.0,20,62,102.7,0.221,0.389,0.538,0.562,12.2,12.0,20.0,72.5,0.169,0.201,-5
2024,Minnesota Timberwolves,82,27.2,56,26.0,57,25,97.1,0.27,0.384,0.559,0.515,13.0,12.9,23.2,76.9,0.209,0.197,-1
2024,New York Knicks,82,26.4,50,32.0,53,29,95.2,0.246,0.404,0.54,0.543,11.9,12.3,29.4,76.1,0.192,0.176,-3
2024,Cleveland Cavaliers,82,26.2,48,34.0,47,35,97.2,0.234,0.422,0.557,0.535,12.4,12.3,23.2,76.9,0.179,0.19,1
2024,Toronto Raptors,82,25.9,25,57.0,26,56,99.4,0.241,0.369,0.535,0.566,12.4,12.2,24.2,73.9,0.182,0.172,-1
2024,Chicago Bulls,82,28.1,39,43.0,37,45,96.3,0.236,0.358,0.534,0.556,11.0,12.7,25.1,76.4,0.187,0.195,2
2024,San Antonio Spurs,82,23.0,22,60.0,26,56,101.1,0.22,0.401,0.532,0.555,13.2,11.7,22.9,76.4,0.172,0.174,-4
2024,Orlando Magic,82,24.0,47,35.0,46,36,96.9,0.287,0.369,0.541,0.543,13.3,13.8,25.3,78.1,0.218,0.206,1
2024,Brooklyn Nets,82,26.1,32,50.0,34,48,96.9,0.234,0.412,0.531,0.543,11.8,11.4,25.2,76.0,0.177,0.193,-2
2024,Miami Heat,82,28.0,46,36.0,46,36,96.2,0.257,0.394,0.538,0.543,11.7,12.7,21.8,78.1,0.21,0.174,0
2024,Detroit Pistons,82,23.8,14,68.0,20,62,99.8,0.246,0.36,0.526,0.558,13.5,11.1,23.9,77.3,0.193,0.221,-6
2024,Charlotte Hornets,82,25.1,21,61.0,18,64,97.3,0.212,0.391,0.529,0.572,12.6,12.3,21.1,74.5,0.167,0.188,3
2024,Portland Trail Blazers,82,24.1,21,61.0,20,62,97.2,0.228,0.37,0.503,0.558,13.4,12.8,27.5,74.0,0.181,0.216,1
2024,Memphis Grizzlies,82,24.4,27,55.0,24,58,98.2,0.238,0.428,0.509,0.551,13.4,13.5,23.8,74.8,0.182,0.195,3
2025,Cleveland Cavaliers,82,26.6,64,18.0,62,20,99.8,0.241,0.457,0.578,0.528,11.6,12.6,25.9,74.8,0.187,0.181,2
2025,Memphis Grizzlies,82,24.7,48,34.0,52,30,103.3,0.249,0.406,0.554,0.533,13.1,12.9,28.7,74.9,0.196,0.206,-4
2025,Denver Nuggets,82,27.0,50,32.0,50,32,99.8,0.259,0.356,0.573,0.542,12.5,11.3,26.7,74.6,0.2,0.173,0
2025,Oklahoma City Thunder,82,24.8,68,14.0,68,14,100.0,0.22,0.419,0.56,0.513,10.3,14.9,24.2,74.6,0.18,0.211,0
2025,Atlanta Hawks,82,24.9,40,42.0,38,44,102.6,0.252,0.41,0.546,0.56,13.2,13.8,26.3,76.0,0.196,0.202,2
2025,Chicago Bulls,82,25.2,39,43.0,37,45,102.8,0.214,0.457,0.553,0.539,12.7,10.8,22.3,76.6,0.173,0.178,2
2025,Indiana Pacers,82,25.8,50,32.0,46,36,99.9,0.241,0.4,0.562,0.546,11.8,13.1,21.3,74.5,0.19,0.19,4
2025,Boston Celtics,82,28.9,61,21.0,62,20,95.7,0.212,0.536,0.561,0.522,10.8,11.6,25.7,76.0,0.169,0.154,-1
2025,New York Knicks,82,27.5,51,31.0,51,31,96.7,0.232,0.382,0.556,0.549,11.9,13.1,26.0,74.5,0.186,0.176,0
2025,Sacramento Kings,82,27.8,40,42.0,42,40,98.2,0.235,0.391,0.548,0.557,11.8,12.5,25.4,76.9,0.19,0.2,-2
2025,Milwaukee Bucks,82,29.3,48,34.0,47,35,99.3,0.268,0.424,0.568,0.533,12.2,11.4,19.3,76.2,0.201,0.174,1
2025,Detroit Pistons,82,25.8,44,38.0,46,36,99.8,0.248,0.394,0.547,0.539,13.0,13.3,26.2,76.0,0.192,0.214,-2
2025,Minnesota Timberwolves,82,27.2,49,33.0,53,29,97.3,0.249,0.455,0.554,0.532,13.0,13.2,25.8,75.1,0.196,0.178,-4
2025,Houston Rockets,82,24.9,52,30.0,52,30,98.6,0.242,0.384,0.523,0.528,11.8,12.8,31.7,76.2,0.178,0.186,0
2025,Dallas Mavericks,82,27.5,39,43.0,38,44,99.2,0.263,0.389,0.549,0.54,12.5,11.6,23.3,73.1,0.203,0.179,1
2025,San Antonio Spurs,82,26.0,34,48.0,34,48,99.3,0.234,0.441,0.544,0.551,12.3,12.0,24.3,73.0,0.181,0.158,0
2025,Golden State Warriors,82,28.6,48,34.0,49,33,98.7,0.244,0.469,0.536,0.541,12.3,14.1,27.3,75.6,0.187,0.189,-1
2025,Phoenix Suns,82,29.1,36,46.0,34,48,97.1,0.241,0.44,0.561,0.552,12.8,10.9,22.6,74.1,0.195,0.191,2
2025,Los Angeles Lakers,82,27.9,50,32.0,44,38,97.6,0.271,0.425,0.557,0.539,12.7,12.2,23.3,74.5,0.213,0.178,6
2025,Los Angeles Clippers,82,29.7,50,32.0,53,29,97.5,0.251,0.387,0.554,0.536,13.4,13.7,24.4,77.5,0.2,0.189,-3
2025,Utah Jazz,82,23.9,17,65.0,20,62,100.0,0.252,0.449,0.533,0.559,14.9,10.3,26.9,74.1,0.195,0.185,-3
2025,Toronto Raptors,82,24.5,30,52.0,30,52,99.7,0.232,0.373,0.522,0.541,13.3,13.2,27.3,73.9,0.173,0.222,0
2025,Portland Trail Blazers,82,23.8,36,46.0,33,49,98.8,0.246,0.418,0.521,0.543,13.8,13.6,29.2,72.5,0.187,0.204,3
2025,Miami Heat,82,26.8,37,45.0,42,40,96.2,0.232,0.429,0.544,0.543,12.4,12.5,22.3,75.8,0.183,0.157,-5
2025,New Orleans Pelicans,82,25.9,21,61.0,20,62,99.1,0.244,0.385,0.519,0.564,12.8,12.3,26.3,72.7,0.184,0.19,1
2025,Philadelphia 76ers,82,27.1,24,58.0,26,56,97.4,0.257,0.426,0.527,0.57,12.3,14.3,23.4,71.8,0.201,0.194,-2
2025,Washington Wizards,82,23.5,18,64.0,15,67,100.9,0.229,0.435,0.512,0.548,13.6,11.4,22.7,71.9,0.178,0.202,3
2025,Orlando Magic,82,24.9,41,41.0,41,41,96.1,0.269,0.411,0.51,0.538,12.9,15.0,25.3,77.0,0.208,0.22,0
2025,Charlotte Hornets,82,25.1,19,63.0,20,62,97.6,0.222,0.43,0.503,0.547,13.7,11.9,26.5,74.5,0.174,0.19,-1
2025,Brooklyn Nets,82,24.7,26,56.0,23,59,96.4,0.24,0.458,0.516,0.557,13.7,13.7,24.5,75.0,0.189,0.218,3
